3327:0.0167386 3216:0.0130677 2133:0.0127561 1964:0.0108638 2008:0.00991303 
642:0.0173123 3327:0.0155343 33:0.00815866 1594:0.00790127 2447:0.00720467 
3327:0.0246195 2203:0.0179192 1964:0.0165724 2133:0.0143358 3350:0.0125379 
3327:0.0156572 2573:0.0141314 1905:0.0108034 2618:0.00840872 1011:0.00488794 
1152:0.0813287 3327:0.0215672 2785:0.0118748 1922:0.011365 2685:0.0111732 
3168:0.0308075 3327:0.0232011 1905:0.0164737 1906:0.0125361 898:0.00696893 
3327:0.025083 635:0.013528 2710:0.0134617 632:0.00835339 2788:0.00829119 
3327:0.0138159 33:0.0107304 3350:0.0084546 2133:0.00814008 2573:0.00523875 
2633:0.0382061 2203:0.0271457 3327:0.018114 746:0.0126843 3065:0.0121775 
1575:0.0263821 3327:0.0246928 891:0.0218825 1577:0.0127726 2326:0.0126085 
3327:0.0246169 2507:0.0160232 1786:0.0128622 1496:0.00873382 1535:0.00722181 
3327:0.0375327 1174:0.0276281 1154:0.0266408 3187:0.0172956 433:0.0101184 
3327:0.0219966 268:0.00817517 455:0.00434203 1746:0.00423607 1967:0.00416202 
3327:0.020052 1627:0.0101213 491:0.00954679 2417:0.00649331 2746:0.00547882 
3327:0.0232135 3187:0.0217371 2158:0.0179163 519:0.0071878 746:0.00658073 
3327:0.0320481 1496:0.0143454 3168:0.0140499 3187:0.010093 1376:0.00822178 
3327:0.0234765 3321:0.0186589 2788:0.0171814 2071:0.00930208 1511:0.00893584 
2582:0.0235461 2580:0.0200209 3327:0.0197386 2489:0.0182257 2578:0.0117018 
3327:0.0131139 2788:0.00446893 3015:0.00304444 1496:0.00260099 2203:0.00201188 
3327:0.0242162 1594:0.0169819 2883:0.0160288 2203:0.0084326 2788:0.00794473 
3327:0.0206391 707:0.016176 2298:0.0125398 1496:0.0100008 3083:0.00992979 
3327:0.0180719 2685:0.00913585 3373:0.00551548 1932:0.00305414 1024:0.00219901 
3327:0.0282448 3291:0.00925123 2816:0.00925123 3117:0.0080079 3373:0.00668252 
3327:0.0310801 2203:0.00814459 3373:0.00596395 1958:0.00371813 1905:0.00302318 
3269:0.0179267 3327:0.0170435 2133:0.0141684 2573:0.00985262 3266:0.00858072 
3327:0.0311113 1551:0.018489 650:0.0168727 1627:0.0158032 1851:0.0108989 
3327:0.110857 2891:0.0999319 1786:0.0103078 2417:0.00552011 2047:0.00537658 
3327:0.0103206 1911:0.00815173 650:0.0031131 3238:0.0029375 2908:0.00290815 
3327:0.0145107 2849:0.00710796 2762:0.00710486 1912:0.00668089 2417:0.00544542 
323:0.0267337 3327:0.0252014 2788:0.0151787 2462:0.0110226 2933:0.00924126 
3327:0.0196795 2788:0.00770688 3096:0.00417254 2447:0.00305779 2462:0.00244229 
2203:0.060876 3327:0.0304106 1847:0.0250804 2661:0.00959417 2417:0.00900447 
3327:0.0252677 3099:0.00486372 288:0.00167642 284:0.00117937 2203:0.00110191 
2696:0.0588695 3327:0.0410353 650:0.0330029 649:0.0281475 211:0.0171906 
3327:0.0188464 2685:0.0107176 1380:0.00705643 3201:0.00250566 2203:0.00194517 
3327:0.0206473 2447:0.0177912 2788:0.0126533 2417:0.00623724 2071:0.00539474 
3327:0.029355 3361:0.00881483 1141:0.00863306 290:0.00387543 2507:0.00343048 
3327:0.0236739 1171:0.0110194 2685:0.00421317 2788:0.00206685 1852:0.00186508 
3327:0.0364835 1905:0.0249969 2447:0.0128751 1958:0.0115071 290:0.00862846 
3225:0.0509751 1627:0.0509085 1496:0.0446514 3327:0.0248435 2203:0.0161662 
3327:0.021938 3321:0.00644065 3065:0.0025313 896:0.00138034 2203:0.00126607 
2047:0.0642082 158:0.0601093 537:0.0502138 2122:0.0473552 3327:0.0378244 
2133:0.0136035 3327:0.0126963 2911:0.0106196 1057:0.00546634 2047:0.00538454 
3327:0.0404739 2203:0.0334646 2417:0.0112334 397:0.00744243 336:0.00637985 
3327:0.0247402 2447:0.0154941 2145:0.00795765 2655:0.00794945 797:0.00538883 
3327:0.0319682 1905:0.00809253 1376:0.00700889 1081:0.00572701 1958:0.00378077 
3327:0.0186379 2759:0.0163435 2417:0.00535053 3187:0.00318532 2661:0.00167253 
1964:0.020739 3327:0.013504 849:0.0103727 2911:0.00632962 2818:0.00562996 
2970:0.0260559 2071:0.0249979 3327:0.0181658 2971:0.00832589 2082:0.00333653 
3327:0.0196939 2417:0.0143576 213:0.0116011 1610:0.0112522 1912:0.0101762 
3327:0.0160844 268:0.00730222 2818:0.00421326 953:0.00106086 2710:0.00098526 
1467:0.0278141 3327:0.0274687 574:0.0272766 1461:0.0206526 1437:0.00769714 
3327:0.0171673 2361:0.0113374 2940:0.00352604 1762:0.00328437 1964:0.00320424 
2759:0.0786686 2760:0.0448159 3327:0.0356134 1496:0.0155645 3168:0.0111323 
3327:0.0208713 2075:0.0078961 2788:0.00661948 537:0.00535334 2462:0.00317479 
3327:0.0287358 268:0.0181197 3132:0.0116815 1169:0.0116798 1969:0.0110521 
3327:0.01822 3097:0.00724505 1594:0.00586318 1593:0.00557385 2710:0.00543065 
3327:0.0159498 1106:0.0108435 1594:0.00797716 2788:0.00338399 2095:0.00310812 
3327:0.0191342 1141:0.00701753 2047:0.00535422 2203:0.00231544 157:0.00199758 
2326:0.0669458 2456:0.0424489 2933:0.0152745 3327:0.0139657 1124:0.00861222 
1192:0.104946 3083:0.0173058 336:0.0151672 2203:0.0118336 1461:0.00929687 
165:0.025856 3327:0.02411 164:0.0238408 2203:0.0114942 842:0.00962935 
3327:0.0241246 2075:0.0176371 2073:0.00640141 316:0.00289905 1786:0.00253943 
2762:0.0194592 892:0.0167645 3367:0.0154211 3327:0.0140258 284:0.00905647 
1594:0.0353066 3097:0.0189062 564:0.014995 2095:0.00776344 1152:0.00717985 
2818:0.0254617 3327:0.0222242 1193:0.0158015 2552:0.00397266 707:0.00302972 
3327:0.0319726 2685:0.00963017 1141:0.00515202 2675:0.00408558 1967:0.00402534 
3327:0.0297719 814:0.00850116 2203:0.00466939 2260:0.00444816 3065:0.00405408 
3327:0.0517799 3187:0.0358556 2933:0.0123808 2417:0.0116892 814:0.00974152 
3327:0.0239551 284:0.0217911 2417:0.00466348 2203:0.00169586 301:0.00123646 
3327:0.0188765 2609:0.0160695 2447:0.00657872 2145:0.00657287 711:0.00591846 
3327:0.015552 1152:0.0136068 2788:0.0127046 2818:0.00284883 2710:0.00231862 
3327:0.0233667 1594:0.0137473 560:0.0127774 1931:0.0118861 2095:0.0111336 
3327:0.0196442 2417:0.00224552 58:0.00116636 953:0.00106086 2203:0.000840424 
1627:0.0181477 2417:0.0101876 2203:0.00891997 2507:0.0052666 2447:0.00511154 
491:0.0326031 1976:0.0190494 3327:0.0169055 284:0.0136363 483:0.0134757 
2203:0.0457866 336:0.0203439 3327:0.0172449 2924:0.0100082 969:0.00361571 
3327:0.0198499 2818:0.00126587 953:0.00106086 3361:0.000865911 1059:0.000709412 
1330:0.0292844 2187:0.0280198 1335:0.02794 657:0.020052 2186:0.0177044 
3327:0.0475431 2609:0.0131277 2447:0.00433958 3097:0.00352138 1594:0.00273103 
3327:0.0132203 3297:0.00762123 58:0.00692448 1175:0.00647909 1417:0.00645308 
3373:0.0116444 898:0.00906118 896:0.00855205 433:0.00707316 3327:0.00600257 
3327:0.0614035 1335:0.0451642 1330:0.041398 2187:0.0356163 657:0.0324695 
2462:0.00663706 3327:0.00618298 1202:0.00210189 2917:0.00187854 2034:0.00185692 
199:0.0426883 1595:0.042688 2883:0.0369221 3327:0.0261444 1594:0.0137457 
3327:0.0326901 2071:0.0274075 2788:0.0150847 1746:0.0112443 2073:0.0108652 
236:0.0369278 3327:0.021113 737:0.0199616 3149:0.0184773 2797:0.0178019 
1594:0.0496694 3327:0.0410734 2098:0.0234404 2095:0.0147892 2203:0.0147792 
3327:0.0204566 2417:0.0116107 1627:0.00895062 2447:0.00733589 1152:0.00689396 
3327:0.0154353 2417:0.00873751 2609:0.0076931 2788:0.00629063 1262:0.0054202 
3327:0.0395383 2203:0.0289759 1461:0.00638058 336:0.00574418 284:0.00443233 
3327:0.0129486 3373:0.00362442 3049:0.00355774 1798:0.00270088 1912:0.00256564 
3327:0.047129 1461:0.0230128 2278:0.0101825 1467:0.00926062 1107:0.00521169 
3327:0.0201361 3216:0.00889851 2573:0.00695265 2818:0.00390405 816:0.00242798 
3327:0.030953 3297:0.0281557 1787:0.0171035 3298:0.0155459 2537:0.0102325 
3327:0.0184463 2573:0.00640972 2911:0.00399904 3216:0.00362717 2818:0.0026013 
3327:0.0311967 1627:0.0156509 2631:0.00906895 2447:0.00861641 2710:0.0056871 
3327:0.0148874 3187:0.00831413 737:0.0078979 3373:0.0078869 1335:0.00755179 
3327:0.0294373 253:0.012088 3176:0.00319011 2008:0.00315025 2818:0.00266293 
2203:0.0689567 3327:0.0276634 375:0.00934086 2740:0.0090903 376:0.00851161 
1152:0.0240207 3327:0.0197471 2417:0.014941 636:0.0138572 640:0.0115576 
3327:0.0173151 537:0.017139 1141:0.0126823 1798:0.0107731 2818:0.00811744 
3327:0.0251221 2417:0.0153271 2297:0.00793842 640:0.00515005 2609:0.00346279 
2609:0.0560175 3327:0.0216825 505:0.00932879 2096:0.00837126 987:0.00505349 
2462:0.0235692 3327:0.00910661 2203:0.00790411 2685:0.00759997 336:0.00735186 
3327:0.0263922 1202:0.00955409 3065:0.0061364 1417:0.00523009 994:0.00510717 
3327:0.0310201 1931:0.0094585 2685:0.00917743 1932:0.00858855 3065:0.00842338 
3327:0.0167249 2297:0.00485928 2788:0.00353236 2573:0.00171017 1445:0.0012867 
3327:0.0227953 3225:0.0134442 2507:0.00766527 211:0.00746343 2307:0.00466706 
2696:0.0426009 650:0.0424904 3327:0.0375834 419:0.0271787 1627:0.0177566 
3327:0.0270774 642:0.021643 1496:0.0144055 3168:0.0113758 3367:0.0106696 
3327:0.0275717 2417:0.00727524 1694:0.0060024 3373:0.00526912 2389:0.00475565 
3327:0.0404974 2917:0.0158508 2326:0.0136223 2788:0.0134932 2462:0.0127603 
1627:0.0299332 3327:0.0206243 1205:0.0116332 3321:0.00826948 1958:0.00641457 
3327:0.0229364 1594:0.0102153 1647:0.00790168 3157:0.00513031 2098:0.00396888 
236:0.0238133 3327:0.0227469 2036:0.011059 3187:0.0085794 737:0.00498093 
3327:0.0246194 2417:0.0101756 2447:0.00575559 2609:0.0045408 640:0.00302586 
1467:0.0511314 1461:0.0394986 3327:0.0212479 2033:0.0197761 2552:0.0160734 
3327:0.0397403 3187:0.0353941 2203:0.0172163 1376:0.0134738 1170:0.00899299 
1746:0.0264535 3327:0.0238819 2685:0.00590989 59:0.00285127 696:0.00272606 
3327:0.013001 3083:0.0128031 340:0.00629725 2261:0.00422939 1911:0.00416339 
2073:0.0220735 2788:0.00784051 2573:0.00759908 2071:0.00598869 190:0.00417495 
3327:0.0155741 2281:0.0108421 691:0.0102578 2070:0.00963367 2203:0.00692134 
3327:0.0429056 1594:0.0410054 1376:0.025032 1025:0.0248661 2303:0.0231965 
3327:0.0383532 1479:0.012133 3358:0.0101441 2685:0.00897291 1313:0.00767749 
3083:0.0130976 2898:0.0119494 463:0.011229 3298:0.00930478 2910:0.00912665 
3327:0.0207953 3057:0.00601387 2573:0.00571933 1498:0.00293381 883:0.00271695 
3327:0.0232033 2818:0.00268062 1356:0.00249362 2203:0.00209673 1852:0.00207903 
3327:0.0207752 2573:0.00829283 1922:0.00593623 3171:0.00570673 2788:0.00480429 
3327:0.0171146 483:0.00785789 2417:0.00716938 491:0.00647608 2697:0.00470274 
3297:0.0161285 3327:0.0108866 2818:0.00991733 3300:0.00644288 2573:0.00475412 
2417:0.0151873 3327:0.0117275 2609:0.00287867 1627:0.00271942 640:0.00259322 
2203:0.0500442 679:0.0261747 3327:0.0170363 763:0.00862316 1627:0.00768494 
1697:0.03712 3327:0.0211307 3096:0.0148872 2910:0.0118075 2821:0.00792349 
323:0.0253111 1467:0.0175538 2175:0.0160722 2933:0.0133111 891:0.0122082 
3327:0.0253486 1496:0.014697 2762:0.00395565 3367:0.00282312 2697:0.00165422 
3327:0.0215379 492:0.00499478 2456:0.00277281 2818:0.00233737 2203:0.00209144 
3327:0.0175779 2573:0.00913504 290:0.00125865 3342:0.00122345 953:0.00106086 
3327:0.0244563 491:0.020172 483:0.0102586 1976:0.00989982 2447:0.00934478 
3327:0.0100114 3208:0.00297231 746:0.00289124 68:0.00286306 621:0.00264537 
1376:0.0263199 3327:0.0213259 2203:0.00927997 2671:0.00363859 576:0.00265537 
3327:0.0321101 2417:0.00562897 284:0.00484896 3083:0.00288341 2226:0.00280379 
1099:0.0998188 3327:0.0967232 1101:0.0946743 197:0.0866612 185:0.0776595 
3327:0.0362117 1175:0.00883384 3316:0.00713622 290:0.00588957 2818:0.00452506 
2071:0.0281259 2073:0.0236041 1461:0.0229287 2387:0.0190952 3327:0.0187664 
2203:0.0478023 3327:0.0205761 2417:0.00651183 2685:0.00584292 3253:0.00307975 
3327:0.0336814 2785:0.0243045 2496:0.0232528 1658:0.0189976 1958:0.00455915 
2203:0.049492 3327:0.0172548 679:0.0157534 2417:0.00224872 1742:0.00197776 
3327:0.0198605 650:0.00698271 1627:0.00662124 2281:0.00444205 1183:0.00299925 
3327:0.0190934 2740:0.0115713 1489:0.00393117 1746:0.00226862 2788:0.001462 
1467:0.0235169 1461:0.022909 1048:0.0215341 3327:0.0189528 1376:0.00887687 
3327:0.0703896 1610:0.0155152 213:0.015074 2507:0.00788125 2226:0.00228087 
3327:0.0251252 188:0.0104282 1108:0.00612543 2788:0.00577558 2047:0.00413793 
3327:0.0149516 2788:0.00751227 3361:0.00325789 3157:0.0031963 2462:0.00238496 
1152:0.0300933 3327:0.0235104 2785:0.0113743 220:0.00809534 222:0.0040696 
190:0.0420273 191:0.0275911 3327:0.02534 483:0.0095498 1011:0.0087926 
797:0.0265323 284:0.0218789 3327:0.0216119 505:0.0213101 2445:0.0181664 
3327:0.019593 3373:0.00606229 1318:0.00300788 344:0.00289759 2417:0.002792 
3327:0.0260762 2507:0.0126494 2447:0.00845855 2203:0.00349642 2818:0.00197454 
1152:0.0289043 1922:0.0146359 3327:0.0107037 2417:0.00488811 2785:0.0041709 
2447:0.0324392 3065:0.0284278 3327:0.0279921 1825:0.0138012 3373:0.00414505 
2614:0.129666 236:0.0199924 2203:0.0199825 3327:0.0177913 2036:0.00969647 
3327:0.0281018 891:0.00857351 3342:0.00645989 3298:0.00365301 3065:0.00236959 
1048:0.020498 3327:0.0187363 284:0.00446234 1335:0.00389247 1781:0.00308492 
2203:0.0351065 3327:0.0123633 2417:0.00818207 679:0.00782187 1048:0.00652663 
2933:0.0308669 3327:0.0265535 2175:0.0174981 891:0.0130575 323:0.0121605 
2262:0.0219537 2260:0.0210017 2986:0.0198197 2985:0.015942 773:0.0140088 
3327:0.0249789 2447:0.0209153 3096:0.00876357 2788:0.00742127 2552:0.00479972 
2479:0.0336242 3327:0.0263435 3187:0.025273 2933:0.0190099 2456:0.0102364 
3327:0.0274013 1496:0.012557 3168:0.00994009 843:0.00766238 2417:0.00647453 
3327:0.0226318 3168:0.00631062 642:0.00422126 2417:0.00267991 284:0.00189213 
2456:0.0770764 559:0.0539552 3327:0.045313 1931:0.0371617 567:0.022024 
3327:0.025937 737:0.0146128 736:0.0144027 3083:0.0115199 284:0.00963253 
3327:0.0247967 3350:0.0171948 2911:0.0135638 1461:0.00981529 1467:0.00868427 
3327:0.0152236 2447:0.0143605 1627:0.00979149 2227:0.00737951 2696:0.0066635 
3327:0.0373328 1746:0.0136211 2071:0.0101135 1147:0.00986707 1152:0.00688899 
3327:0.0250326 2818:0.00915294 2337:0.00665062 1330:0.00635766 1335:0.00529071 
2203:0.0372947 3327:0.0329188 3041:0.0328777 1490:0.00849342 3367:0.00648099 
3327:0.020873 3216:0.00616869 2818:0.00461053 2227:0.00330828 3049:0.00241062 
1192:0.0341387 3253:0.01336 3327:0.00787271 2180:0.00622097 3187:0.00412544 
2507:0.0371412 3327:0.0207306 2898:0.0111907 2910:0.00898732 1535:0.00828518 
3367:0.0598179 617:0.0584401 3225:0.0571871 1810:0.0549641 3327:0.0503304 
2071:0.0559146 3327:0.050631 3026:0.0478705 1437:0.0376622 2073:0.031601 
3327:0.0227358 3168:0.0155226 1627:0.00963378 2898:0.00901959 2417:0.00793211 
3327:0.0115897 2582:0.0109185 1798:0.00789646 2033:0.00782958 2489:0.00754263 
1627:0.0173095 3327:0.0120163 2417:0.011034 650:0.00786121 591:0.00577785 
3327:0.016046 1798:0.00556984 2260:0.00341947 2261:0.00329792 2462:0.00248379 
3327:0.0250142 2818:0.0109912 1272:0.00277508 2417:0.00148291 2609:0.00110845 
3327:0.0258141 2462:0.00884621 2447:0.00760972 3096:0.00386425 1243:0.00334392 
3327:0.0134959 1262:0.00698985 2818:0.00362543 2447:0.00311999 537:0.00306773 
3327:0.0217447 444:0.00900714 2710:0.00473191 2788:0.00340201 632:0.00296074 
3216:0.0176965 3327:0.0166323 2818:0.00783794 2361:0.00714623 2573:0.00469744 
1141:0.0250182 1344:0.0205943 3327:0.0181432 1450:0.017286 1798:0.017215 
2696:0.0238452 3327:0.0147444 2447:0.0125865 1262:0.0113306 2227:0.00810412 
3327:0.0194597 896:0.0120898 2417:0.00648424 1215:0.00486998 2788:0.00468428 
3327:0.0574658 3168:0.0444224 1496:0.0162575 3094:0.0130893 2203:0.0127043 
3327:0.025548 36:0.0109928 2203:0.00766212 1594:0.0063544 3157:0.00361612 
3327:0.0291385 1627:0.0189952 1975:0.0151605 2861:0.0143946 2417:0.00827517 
1078:0.0685632 1077:0.0639191 3327:0.0303091 1461:0.0288848 1467:0.022263 
3327:0.0271875 2496:0.0249235 1976:0.0243986 2493:0.0185441 2203:0.01385 
1496:0.0294742 3327:0.028134 2203:0.00792479 3168:0.00718076 843:0.00597172 
3327:0.0380345 2158:0.0319215 2203:0.0103642 2449:0.00945383 1461:0.00796928 
3327:0.0190215 1905:0.0187274 1906:0.0128091 1958:0.00739048 3198:0.00523208 
3297:0.0308491 3327:0.0299853 1787:0.0158557 2537:0.0137789 885:0.0125006 
3327:0.0522725 3065:0.0123466 2456:0.0108581 3321:0.00812041 746:0.00674125 
3327:0.0367442 418:0.0156093 2609:0.0101292 2788:0.00877791 2970:0.00724998 
2203:0.0877642 511:0.0536309 2401:0.0387024 2206:0.0310962 3327:0.0194199 
3327:0.0226165 1953:0.0141552 3187:0.00927263 236:0.00739398 2462:0.00464029 
3327:0.0175931 1152:0.00586818 2984:0.00482619 537:0.00478632 1437:0.00375044 
3327:0.0159785 2075:0.0040181 3096:0.00212517 953:0.00106086 1781:0.000718658 
3327:0.014271 2710:0.0127544 3110:0.012042 3083:0.0088731 1967:0.00586205 
3327:0.0263588 323:0.0230059 2933:0.0203677 2462:0.0170455 838:0.0122498 
1627:0.110224 2326:0.0254853 3327:0.0158242 1335:0.00427657 657:0.00220976 
1024:0.0119566 3327:0.0103274 1461:0.00840528 1584:0.00691525 2073:0.00658172 
1905:0.0478139 2203:0.0435435 3327:0.0376144 1958:0.0332191 1542:0.0214961 
3327:0.0309681 2788:0.0166382 2203:0.0124258 2417:0.00860962 1194:0.00664204 
3327:0.024199 1124:0.0135052 2685:0.0106786 2788:0.00627507 2797:0.00528261 
3327:0.0176014 2945:0.00457562 1498:0.00443046 2573:0.00292912 3029:0.00110623 
3327:0.0803199 1114:0.0586402 3253:0.0567126 1326:0.0522518 2759:0.0273809 
3327:0.0327853 1106:0.0256097 1594:0.0166975 2609:0.0132474 505:0.00613718 
3327:0.0179054 3065:0.0140516 1192:0.00909012 3253:0.00895658 1335:0.00392231 
2447:0.0626801 3327:0.0211786 1627:0.00808881 1152:0.00701838 2507:0.0061104 
1335:0.0317588 1330:0.0234955 657:0.0227731 3327:0.0221421 2187:0.0170239 
2552:0.0357463 3327:0.0244247 2970:0.0215615 2075:0.0135472 2071:0.010939 
3327:0.035512 1376:0.023863 1893:0.0125149 826:0.00169765 2203:0.001692 
1767:0.0403659 2714:0.0361992 1781:0.0310931 3321:0.0210067 2417:0.0123775 
2573:0.0257762 3327:0.0256459 2388:0.00620544 787:0.00364636 1118:0.00214436 
3327:0.0332885 1967:0.0289779 843:0.0205898 1141:0.0172069 2970:0.0155323 
3327:0.0387078 2203:0.00601335 1205:0.00479091 3373:0.00463968 1958:0.00359097 
3327:0.0333566 650:0.0260846 1905:0.0172191 2948:0.011676 2696:0.0113073 
2573:0.020422 3327:0.0154721 2818:0.00865313 3216:0.00433032 2671:0.00208498 
1330:0.0295599 3369:0.0227856 2187:0.0223066 2186:0.0171934 2633:0.0161324 
3327:0.0234105 2573:0.00580943 953:0.00106086 2203:0.000893167 1059:0.000709412 
3327:0.0351014 3083:0.0102783 3121:0.00887939 2730:0.00887779 2573:0.00632 
2906:0.0574885 2609:0.054737 3327:0.0486624 2417:0.0481127 1272:0.0454937 
2447:0.0241325 3327:0.0190372 1243:0.00752786 1292:0.00669384 1928:0.00633923 
3327:0.0404741 1106:0.00953655 2602:0.0091863 1781:0.0066399 1210:0.006316 
3327:0.0616129 2891:0.0260676 3171:0.00537793 1078:0.0043458 290:0.00376847 
2203:0.0419257 3327:0.0305635 679:0.0174142 2417:0.0129496 3083:0.00702815 
444:0.0275624 1486:0.0241517 1065:0.0174224 3327:0.0173701 2710:0.0171319 
3327:0.0305334 3085:0.0215162 3086:0.00922054 1594:0.00859082 1356:0.00520332 
3327:0.014471 2507:0.011361 220:0.00886938 2447:0.00700542 2685:0.00648908 
3327:0.0189045 1375:0.00481039 2573:0.00437415 3194:0.00422894 727:0.00362114 
3327:0.0159972 2417:0.00540513 898:0.00412749 284:0.0026155 2047:0.00146119 
3327:0.0241107 1141:0.0128255 537:0.0123958 1145:0.0105616 2046:0.0102806 
3327:0.0454534 2203:0.0261267 3363:0.0187222 1853:0.0183362 969:0.0171334 
3327:0.0208315 825:0.0155371 1376:0.0125995 2671:0.010171 2417:0.00915881 
3327:0.029911 2203:0.0131755 483:0.00878891 2417:0.00480832 1318:0.00292426 
3327:0.0276412 650:0.0229193 649:0.0129357 2417:0.00579046 419:0.00506461 
2833:0.0598367 3327:0.0108997 2417:0.00548792 3373:0.00483637 1318:0.00423628 
253:0.0486717 3327:0.0419887 2008:0.0246914 2818:0.015791 3297:0.0108947 
2456:0.0274905 3216:0.0134094 1711:0.0123356 2457:0.0100079 2114:0.00986209 
3327:0.0489663 1627:0.0283441 224:0.0171605 3111:0.0165491 433:0.0116261 
3318:0.0491927 2710:0.043053 2818:0.0318296 3352:0.0310324 2261:0.0294848 
1376:0.0305341 3327:0.0296453 1231:0.0136713 825:0.0107884 1594:0.00780649 
3327:0.0199423 2071:0.0170941 3085:0.00368843 2047:0.00306447 2298:0.00285508 
3327:0.0145725 2582:0.00335036 1922:0.00263798 1152:0.00186347 3297:0.00164909 
3327:0.0181153 2075:0.00594048 2071:0.00381564 2552:0.00374722 2073:0.00268065 
3327:0.0269015 2818:0.0151833 1461:0.00788721 3297:0.00677185 3300:0.00642948 
2462:0.0319563 3327:0.0208897 1268:0.00925548 618:0.00528247 2788:0.00511275 
642:0.0236605 3327:0.0193451 1731:0.0169498 1627:0.00998116 3321:0.00664034 
3327:0.0192352 1461:0.00367803 1152:0.00215347 2818:0.00190648 2417:0.00168075 
3327:0.0151052 593:0.0104617 233:0.00690526 3297:0.00460199 249:0.00320509 
3327:0.0196107 2609:0.0136718 2428:0.00813583 2649:0.0056744 2685:0.00496143 
284:0.0125105 1627:0.00749249 2227:0.00630445 1169:0.00562147 224:0.00389846 
2203:0.0449484 3327:0.0271313 2740:0.00684226 3187:0.00567379 2417:0.00522399 
3327:0.0192274 2203:0.0122888 3187:0.00940542 2227:0.00531626 2762:0.00500042 
3327:0.0156853 727:0.00739248 729:0.00559069 2456:0.00443905 3300:0.00373596 
3327:0.0177816 2008:0.00677623 1964:0.00485542 253:0.00421504 3184:0.00216487 
3327:0.0254574 650:0.0155872 2447:0.0149502 649:0.00513012 419:0.00430024 
3327:0.0392338 1461:0.0219371 1467:0.0216282 433:0.00584833 1078:0.00356027 
3327:0.0269377 2573:0.0241803 2133:0.020321 1905:0.018342 33:0.0131588 
3327:0.028867 994:0.0118961 537:0.00693359 2047:0.00691388 158:0.00589186 
2849:0.0291689 3327:0.0225454 2417:0.0167514 2850:0.0155229 1971:0.00928756 
3083:0.0204208 3327:0.0203245 2781:0.0112924 1905:0.0109837 3300:0.00943853 
3327:0.0157891 3363:0.0144091 3298:0.00848044 2033:0.00805792 2082:0.00304917 
2507:0.0202794 3327:0.0180502 2506:0.0044637 1535:0.00337198 1164:0.00229959 
